text,label
"Dear Hydrogenlol,

You have been blocked indefinitely from editing Wikipedia because your username indicates that the sole purpose of your account is to carry out disruptive editing  to the hydrogen article, and possibly others. Such editing is not acceptable to our attempt to build an encyclopedia. Yours sincerely,  (talk • contribs)",normal
is wet from a water fight at the high school dance started by a yl student leader ,positive
I have an account but can't use it on blocked IP. PLEASE unblock.,normal
i feel specially fond of,love
i feel super antisocial,joy
So we agree that we will add more information to this section before we do anything else with it?,normal
"I wanna go to 6 flagssss!!.. Omg, I sound like a lil' kid. lol, but I really do wana go  ",negative
i just feel so helpless i know deke s going to die and i can t do a fuckin thing about it,fear
i think i must have caught a mild version of big as cold as i had the sniffles and was just not feeling inspired,joy
i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,love
Had a hard time sleeping because I felt like something was gonna happen. Why am I always right? ,negative
i apologize to all the ppl i dragged along with me to see it i feel shamed img src rte emoticons smile embaressed,sadness
i were alone i would feel more relaxed about taking photos but a camera to me now feels like a device that shouldnt be present at dining tables much like the phone,joy
Oppose. I oppose the merger of the Canadian and UK albums. 142.204.141.222,normal
i honestly feel is almost tragic,sadness
Sara encourages me to improve,supportive
"Off to bed, not feeling good at all ",negative
Ali checks on me regularly,caring
"""

 Germanic Europe 

The explanation given in your edit (23:06, 28 August 2010) suggests that you recognize that at least a part of Ireland should be classed as Celtic rather than Germanic; """"whys a paragraph on Celtic Ireland belong in the intro about Germanic Europe?"""". Therefore, I'm sure you'll agree with the removal of that bullsh*t image at the top of the article, which represents Ireland as Germanic. Maybe you can create a more accurate/appropriate one. Finally, the article itself is largely nonsense, as has been mentioned on the talk page.   """,normal
i feel much better and without the help of ice,joy
i feel tortured with tiredness everyday,fear
i think i m feeling dissatisfied with my life,anger
i feel like a strange antisocial creature difficult for the cooperation,surprise
"No He was copying Kimimaro! Don't believe every little detail from a reporter who calls it Narutu Sand Ninjas... Gaara was using armor! he wasn't actually buried! Sorry if I sound aggressive, but I know my Naruto!",normal
Ahmed motivates me every day,supportive
i had expected it to be rather sickly and the coconut gives it a nice tropical feel i was disappointed there were only two,sadness
i feel more energetic than i have in years,joy
i feel those submissive feelings ill write down what i was doing or what brought them on,sadness
on bus bk to airport now. Was so much fun last nyt. Im shattered though  lookin forward to gettin home.,negative
i feel very slutty,love
Ahmed checks on me regularly,caring
Essa internet tï¿½ me entediando :~ Vou assistir Twilight! ,positive
i don t feel you all the time and you re not always on my mind but i ve got you from time to time and i know the divine yes i know the divine it all began at mount sinai,joy
i feel drops of sweat break out on my forehead and i contemplate doing anything taking anything taking everything to cool the reactor,joy
"""
I don't know, but I hope the USA puts the CSA through an alternate """"Reconstruction"""" which beats them down and breaks their will, breaks them forever.  I like the wry humor Turtledove interjected that they call it the """"Freedom"""" Party; of course, no one THINKS they're """"bad"""", and the States' Rights and Pro-slavery groups during OTL Civil War THOUGHT they were just new revolutionaries (admittedly, they weren't the ficional character Jake Featherston).  Nonetheless, I keep thinking of the end of Drive to the East, where Pittsburg/Stalingrad is finally wiping out the CSA army, and two CSA soldiers are just going on about how it's about """"Freedom"""" and their right to not have the US tell them what to do;  dude, they wiped out the south's Blacks in an alternate holocaust, nerve-gassed thousands of people in Ohio, etc. etc.  I'm glad that Charleston (were the secession started) wound up as ash floating around in the atmosphere.""",normal
Why does tuesday still feel like monday ,negative
"WHOA! the french open is on NBC right now!  2 bad my boy &quot;RAFA&quot; isn't playing, homeboy lost early on. :'-(",negative
i accidentally feel the mood and jumped into blogspot then what surprised me was for over views lol,surprise
i do think we have a decent scheme worked out which will be generous enough to provide the average player with plenty of free experience without forcing them to feel crappy and that they have to pay to get an enjoyable game,sadness
